city,date,wins
Indiana Pacers,20180112,22
Indiana Pacers,20180110,21
Indiana Pacers,20180108,21
Indiana Pacers,20180106,20
Indiana Pacers,20180103,19
Indiana Pacers,20171231,19
Indiana Pacers,20171229,19
Indiana Pacers,20171227,19
Indiana Pacers,20171226,19
Indiana Pacers,20171223,19
Indiana Pacers,20171220,18
Indiana Pacers,20171218,17
Indiana Pacers,20171217,17
Indiana Pacers,20171215,16
Indiana Pacers,20171213,16
Indiana Pacers,20171210,16
Indiana Pacers,20171208,15
Indiana Pacers,20171206,14
Indiana Pacers,20171204,13
Indiana Pacers,20171201,12
Indiana Pacers,20171129,12
Indiana Pacers,20171127,12
Indiana Pacers,20171125,11
Indiana Pacers,20171124,11
Indiana Pacers,20171120,10
Indiana Pacers,20171119,9
Indiana Pacers,20171117,8
Indiana Pacers,20171115,7
Indiana Pacers,20171112,6
Indiana Pacers,20171110,6
Indiana Pacers,20171108,5
Indiana Pacers,20171107,5
Indiana Pacers,20171105,5
Indiana Pacers,20171103,5
Indiana Pacers,20171101,5
Indiana Pacers,20171031,4
Indiana Pacers,20171029,3
Indiana Pacers,20171025,2
Indiana Pacers,20171024,2
Indiana Pacers,20171021,1
Indiana Pacers,20171020,1
Indiana Pacers,20171018,1
Los Angeles Clippers,20180411,42
Los Angeles Clippers,20180409,42
Los Angeles Clippers,20180407,42
Los Angeles Clippers,20180405,42
Los Angeles Clippers,20180403,42
Los Angeles Clippers,20180401,41
Los Angeles Clippers,20180330,41
Los Angeles Clippers,20180328,41
Los Angeles Clippers,20180327,40
Los Angeles Clippers,20180325,39
Los Angeles Clippers,20180323,38
Los Angeles Clippers,20180321,38
Los Angeles Clippers,20180320,37
Los Angeles Clippers,20180318,37
Los Angeles Clippers,20180316,37
Los Angeles Clippers,20180315,37
Los Angeles Clippers,20180313,37
Los Angeles Clippers,20180310,36
Los Angeles Clippers,20180309,35
Los Angeles Clippers,20180306,34
Los Angeles Clippers,20180304,34
Los Angeles Clippers,20180302,33
Los Angeles Clippers,20180228,32
Los Angeles Clippers,20180227,32
Los Angeles Clippers,20180223,31
Los Angeles Clippers,20180222,30
Los Angeles Clippers,20180214,30
Los Angeles Clippers,20180212,29
Los Angeles Clippers,20180210,28
Los Angeles Clippers,20180209,28
Los Angeles Clippers,20180205,27
Los Angeles Clippers,20180203,26
Los Angeles Clippers,20180130,25
Los Angeles Clippers,20180128,25
Los Angeles Clippers,20180126,24
Los Angeles Clippers,20180124,23
Los Angeles Clippers,20180122,23
Los Angeles Clippers,20180120,23
Los Angeles Clippers,20180117,23
Los Angeles Clippers,20180115,22
Los Angeles Clippers,20180113,21
Los Angeles Clippers,20180111,20
Los Angeles Clippers,20180110,19
Los Angeles Clippers,20180108,18
Los Angeles Clippers,20180106,17
Los Angeles Clippers,20180104,17
Los Angeles Clippers,20180102,17
Los Angeles Clippers,20171231,16
Los Angeles Clippers,20171229,15
Los Angeles Clippers,20171226,14
Los Angeles Clippers,20171223,13
Los Angeles Clippers,20171222,13
Los Angeles Clippers,20171220,12
Los Angeles Clippers,20171218,11
Los Angeles Clippers,20171216,11
Los Angeles Clippers,20171215,11
Los Angeles Clippers,20171213,11
Los Angeles Clippers,20171211,10
Los Angeles Clippers,20171209,9
Los Angeles Clippers,20171206,8
Los Angeles Clippers,20171203,8
Los Angeles Clippers,20171202,8
Los Angeles Clippers,20171130,8
Los Angeles Clippers,20171127,8
Los Angeles Clippers,20171125,7
Los Angeles Clippers,20171122,6
Los Angeles Clippers,20171120,5
Los Angeles Clippers,20171118,5
Los Angeles Clippers,20171117,5
Los Angeles Clippers,20171113,5
Los Angeles Clippers,20171111,5
Los Angeles Clippers,20171110,5
Los Angeles Clippers,20171107,5
Los Angeles Clippers,20171105,5
Los Angeles Clippers,20171104,5
Los Angeles Clippers,20171101,5
Los Angeles Clippers,20171030,4
Los Angeles Clippers,20171028,4
Los Angeles Clippers,20171026,4
Los Angeles Clippers,20171024,3
Los Angeles Clippers,20171021,2
Los Angeles Clippers,20171019,1
Los Angeles Lakers,20180411,35
Los Angeles Lakers,20180410,34
Los Angeles Lakers,20180408,34
Los Angeles Lakers,20180406,34
Los Angeles Lakers,20180404,34
Los Angeles Lakers,20180403,33
Los Angeles Lakers,20180401,33
Los Angeles Lakers,20180330,33
Los Angeles Lakers,20180328,33
Los Angeles Lakers,20180326,32
Los Angeles Lakers,20180324,32
Los Angeles Lakers,20180322,31
Los Angeles Lakers,20180319,31
Los Angeles Lakers,20180316,31
Los Angeles Lakers,20180314,31
Los Angeles Lakers,20180313,31
Los Angeles Lakers,20180311,30
Los Angeles Lakers,20180309,29
Los Angeles Lakers,20180307,29
Los Angeles Lakers,20180305,28
Los Angeles Lakers,20180303,28
Los Angeles Lakers,20180301,27
Los Angeles Lakers,20180226,26
Los Angeles Lakers,20180224,25
Los Angeles Lakers,20180223,24
Los Angeles Lakers,20180215,23
Los Angeles Lakers,20180214,23
Los Angeles Lakers,20180210,23
Los Angeles Lakers,20180208,23
Los Angeles Lakers,20180206,22
Los Angeles Lakers,20180204,21
Los Angeles Lakers,20180202,20
Los Angeles Lakers,20180131,19
Los Angeles Lakers,20180128,19
Los Angeles Lakers,20180126,19
Los Angeles Lakers,20180123,18
Los Angeles Lakers,20180121,17
Los Angeles Lakers,20180119,16
Los Angeles Lakers,20180117,15
Los Angeles Lakers,20180115,15
Los Angeles Lakers,20180113,15
Los Angeles Lakers,20180111,14
Los Angeles Lakers,20180109,13
Los Angeles Lakers,20180107,12
Los Angeles Lakers,20180105,11
Los Angeles Lakers,20180103,11
Los Angeles Lakers,20180101,11
Los Angeles Lakers,20171231,11
Los Angeles Lakers,20171229,11
Los Angeles Lakers,20171227,11
Los Angeles Lakers,20171225,11
Los Angeles Lakers,20171223,11
Los Angeles Lakers,20171222,11
Los Angeles Lakers,20171220,11
Los Angeles Lakers,20171218,10
Los Angeles Lakers,20171214,10
Los Angeles Lakers,20171212,10
Los Angeles Lakers,20171209,10
Los Angeles Lakers,20171207,9
Los Angeles Lakers,20171203,8
Los Angeles Lakers,20171202,8
Los Angeles Lakers,20171129,8
Los Angeles Lakers,20171127,8
Los Angeles Lakers,20171122,8
Los Angeles Lakers,20171121,8
Los Angeles Lakers,20171119,7
Los Angeles Lakers,20171117,6
Los Angeles Lakers,20171115,6
Los Angeles Lakers,20171113,6
Los Angeles Lakers,20171111,5
Los Angeles Lakers,20171109,5
Los Angeles Lakers,20171108,5
Los Angeles Lakers,20171105,5
Los Angeles Lakers,20171103,4
Los Angeles Lakers,20171102,3
Los Angeles Lakers,20171031,3
Los Angeles Lakers,20171028,2
Los Angeles Lakers,20171027,2
Los Angeles Lakers,20171025,2
Los Angeles Lakers,20171022,1
Los Angeles Lakers,20171020,1
Los Angeles Lakers,20171019,0
Memphis Grizzlies,20180411,22
Memphis Grizzlies,20180409,22
Memphis Grizzlies,20180408,22
Memphis Grizzlies,20180406,21
Memphis Grizzlies,20180404,21
Memphis Grizzlies,20180401,21
Memphis Grizzlies,20180330,21
Memphis Grizzlies,20180328,21
Memphis Grizzlies,20180326,20
Memphis Grizzlies,20180324,19
Memphis Grizzlies,20180322,19
Memphis Grizzlies,20180321,19
Memphis Grizzlies,20180319,19
Memphis Grizzlies,20180317,19
Memphis Grizzlies,20180315,18
Memphis Grizzlies,20180312,18
Memphis Grizzlies,20180310,18
Memphis Grizzlies,20180309,18
Memphis Grizzlies,20180307,18
Memphis Grizzlies,20180305,18
Memphis Grizzlies,20180303,18
Memphis Grizzlies,20180302,18
Memphis Grizzlies,20180228,18
Memphis Grizzlies,20180226,18
Memphis Grizzlies,20180224,18
Memphis Grizzlies,20180223,18
Memphis Grizzlies,20180214,18
Memphis Grizzlies,20180211,18
Memphis Grizzlies,20180207,18
Memphis Grizzlies,20180206,18
Memphis Grizzlies,20180204,18
Memphis Grizzlies,20180201,18
Memphis Grizzlies,20180131,18
Memphis Grizzlies,20180129,18
Memphis Grizzlies,20180126,17
Memphis Grizzlies,20180124,17
Memphis Grizzlies,20180122,17
Memphis Grizzlies,20180120,16
Memphis Grizzlies,20180119,16
Memphis Grizzlies,20180117,15
Memphis Grizzlies,20180115,14
Memphis Grizzlies,20180112,13
Memphis Grizzlies,20180110,13
Memphis Grizzlies,20180105,12
Memphis Grizzlies,20180102,12
Memphis Grizzlies,20171231,12
Memphis Grizzlies,20171230,11
Memphis Grizzlies,20171227,11
Memphis Grizzlies,20171226,10
Memphis Grizzlies,20171223,10
Memphis Grizzlies,20171221,9
Memphis Grizzlies,20171220,9
Memphis Grizzlies,20171216,9
Memphis Grizzlies,20171215,9
Memphis Grizzlies,20171213,8
Memphis Grizzlies,20171211,8
Memphis Grizzlies,20171209,8
Memphis Grizzlies,20171208,8
Memphis Grizzlies,20171206,8
Memphis Grizzlies,20171204,8
Memphis Grizzlies,20171202,7
Memphis Grizzlies,20171201,7
Memphis Grizzlies,20171129,7
Memphis Grizzlies,20171126,7
Memphis Grizzlies,20171124,7
Memphis Grizzlies,20171122,7
Memphis Grizzlies,20171120,7
Memphis Grizzlies,20171118,7
Memphis Grizzlies,20171115,7
Memphis Grizzlies,20171113,7
Memphis Grizzlies,20171111,7
Memphis Grizzlies,20171107,7
Memphis Grizzlies,20171105,6
Memphis Grizzlies,20171104,6
Memphis Grizzlies,20171101,5
Memphis Grizzlies,20171030,5
Memphis Grizzlies,20171028,5
Memphis Grizzlies,20171026,4
Memphis Grizzlies,20171025,3
Memphis Grizzlies,20171023,3
Memphis Grizzlies,20171021,2
Memphis Grizzlies,20171018,1
Miami Heat,20180411,44
Miami Heat,20180409,43
Miami Heat,20180406,43
Miami Heat,20180404,43
Miami Heat,20180403,42
Miami Heat,20180331,41
Miami Heat,20180329,41
Miami Heat,20180327,40
Miami Heat,20180325,39
Miami Heat,20180323,39
Miami Heat,20180321,39
Miami Heat,20180319,38
Miami Heat,20180316,37
Miami Heat,20180314,36
Miami Heat,20180312,36
Miami Heat,20180310,36
Miami Heat,20180308,35
Miami Heat,20180306,34
Miami Heat,20180305,34
Miami Heat,20180303,33
Miami Heat,20180301,32
Miami Heat,20180227,32
Miami Heat,20180224,31
Miami Heat,20180223,30
Miami Heat,20180214,30
Miami Heat,20180213,30
Miami Heat,20180209,30
Miami Heat,20180207,29
Miami Heat,20180205,29
Miami Heat,20180203,29
Miami Heat,20180202,29
Miami Heat,20180131,29
Miami Heat,20180129,29
Miami Heat,20180127,28
Miami Heat,20180125,27
Miami Heat,20180122,27
Miami Heat,20180120,27
Miami Heat,20180119,26
Miami Heat,20180117,26
Miami Heat,20180115,25
Miami Heat,20180114,25
Miami Heat,20180110,24
Miami Heat,20180109,23
Miami Heat,20180107,22
Miami Heat,20180105,21
Miami Heat,20180103,20
Miami Heat,20171230,19
Miami Heat,20171229,18
Miami Heat,20171226,18
Miami Heat,20171223,17
Miami Heat,20171222,17
Miami Heat,20171220,16
Miami Heat,20171218,15
Miami Heat,20171216,15
Miami Heat,20171215,14
Miami Heat,20171213,13
Miami Heat,20171211,13
Miami Heat,20171209,12
Miami Heat,20171206,11
Miami Heat,20171203,11
Miami Heat,20171201,11
Miami Heat,20171129,10
Miami Heat,20171128,10
Miami Heat,20171126,10
Miami Heat,20171124,9
Miami Heat,20171122,8
Miami Heat,20171119,7
Miami Heat,20171117,7
Miami Heat,20171115,6
Miami Heat,20171112,6
Miami Heat,20171110,6
Miami Heat,20171108,5
Miami Heat,20171106,4
Miami Heat,20171105,4
Miami Heat,20171103,3
Miami Heat,20171101,3
Miami Heat,20171030,2
Miami Heat,20171028,2
Miami Heat,20171025,2
Miami Heat,20171023,2
Miami Heat,20171021,1
Miami Heat,20171018,0
Milwaukee Bucks,20180411,44
Milwaukee Bucks,20180409,44
Milwaukee Bucks,20180407,43
Milwaukee Bucks,20180405,42
Milwaukee Bucks,20180403,42
Milwaukee Bucks,20180401,41
Milwaukee Bucks,20180330,41
Milwaukee Bucks,20180329,40
Milwaukee Bucks,20180327,39
Milwaukee Bucks,20180325,39
Milwaukee Bucks,20180323,38
Milwaukee Bucks,20180321,37
Milwaukee Bucks,20180319,37
Milwaukee Bucks,20180317,37
Milwaukee Bucks,20180314,36
Milwaukee Bucks,20180312,36
Milwaukee Bucks,20180309,35
Milwaukee Bucks,20180307,34
Milwaukee Bucks,20180305,34
Milwaukee Bucks,20180304,34
Milwaukee Bucks,20180302,33
Milwaukee Bucks,20180228,33
Milwaukee Bucks,20180227,33
Milwaukee Bucks,20180225,33
Milwaukee Bucks,20180223,33
Milwaukee Bucks,20180215,32
Milwaukee Bucks,20180213,32
Milwaukee Bucks,20180210,31
Milwaukee Bucks,20180209,30
Milwaukee Bucks,20180206,30
Milwaukee Bucks,20180204,29
Milwaukee Bucks,20180202,28
Milwaukee Bucks,20180201,27
Milwaukee Bucks,20180129,27
Milwaukee Bucks,20180128,26
Milwaukee Bucks,20180126,25
Milwaukee Bucks,20180122,24
Milwaukee Bucks,20180120,23
Milwaukee Bucks,20180117,23
Milwaukee Bucks,20180115,23
Milwaukee Bucks,20180114,22
Milwaukee Bucks,20180112,22
Milwaukee Bucks,20180110,22
Milwaukee Bucks,20180108,21
Milwaukee Bucks,20180106,21
Milwaukee Bucks,20180105,20
Milwaukee Bucks,20180103,20
Milwaukee Bucks,20180101,19
Milwaukee Bucks,20171229,19
Milwaukee Bucks,20171228,18
Milwaukee Bucks,20171226,17
Milwaukee Bucks,20171223,17
Milwaukee Bucks,20171222,17
Milwaukee Bucks,20171219,16
Milwaukee Bucks,20171216,15
Milwaukee Bucks,20171215,15
Milwaukee Bucks,20171213,15
Milwaukee Bucks,20171209,15
Milwaukee Bucks,20171208,14
Milwaukee Bucks,20171206,13
Milwaukee Bucks,20171204,12
Milwaukee Bucks,20171202,12
Milwaukee Bucks,20171130,11
Milwaukee Bucks,20171128,10
Milwaukee Bucks,20171125,9
Milwaukee Bucks,20171122,9
Milwaukee Bucks,20171120,8
Milwaukee Bucks,20171118,8
Milwaukee Bucks,20171115,8
Milwaukee Bucks,20171113,7
Milwaukee Bucks,20171111,6
Milwaukee Bucks,20171110,5
Milwaukee Bucks,20171107,4
Milwaukee Bucks,20171103,4
Milwaukee Bucks,20171101,4
Milwaukee Bucks,20171031,4
Milwaukee Bucks,20171029,4
Milwaukee Bucks,20171026,3
Milwaukee Bucks,20171023,3
Milwaukee Bucks,20171021,2
Milwaukee Bucks,20171020,1
Milwaukee Bucks,20171018,1
Minnesota Timberwolves,20180411,47
Minnesota Timberwolves,20180409,46
Minnesota Timberwolves,20180406,45
Minnesota Timberwolves,20180405,44
Minnesota Timberwolves,20180401,44
Minnesota Timberwolves,20180330,44
Minnesota Timberwolves,20180328,43
Minnesota Timberwolves,20180326,42
Minnesota Timberwolves,20180324,42
Minnesota Timberwolves,20180323,42
Minnesota Timberwolves,20180320,41
Minnesota Timberwolves,20180318,40
Minnesota Timberwolves,20180317,40
Minnesota Timberwolves,20180313,40
Minnesota Timberwolves,20180311,39
Minnesota Timberwolves,20180308,38
Minnesota Timberwolves,20180302,38
Minnesota Timberwolves,20180301,38
Minnesota Timberwolves,20180226,38
Minnesota Timberwolves,20180224,37
Minnesota Timberwolves,20180223,36
Minnesota Timberwolves,20180215,36
Minnesota Timberwolves,20180213,35
Minnesota Timberwolves,20180211,35
Minnesota Timberwolves,20180209,34
Minnesota Timberwolves,20180207,34
Minnesota Timberwolves,20180203,34
Minnesota Timberwolves,20180201,33
Minnesota Timberwolves,20180130,32
Minnesota Timberwolves,20180129,32
Minnesota Timberwolves,20180127,32
Minnesota Timberwolves,20180125,31
Minnesota Timberwolves,20180124,31
Minnesota Timberwolves,20180122,31
Minnesota Timberwolves,20180120,30
Minnesota Timberwolves,20180118,29
Minnesota Timberwolves,20180116,29
Minnesota Timberwolves,20180114,29
Minnesota Timberwolves,20180112,28
Minnesota Timberwolves,20180110,27
Minnesota Timberwolves,20180108,26
Minnesota Timberwolves,20180106,25
Minnesota Timberwolves,20180105,24
Minnesota Timberwolves,20180103,24
Minnesota Timberwolves,20180101,24
Minnesota Timberwolves,20171231,23
Minnesota Timberwolves,20171228,22
Minnesota Timberwolves,20171227,22
Minnesota Timberwolves,20171225,21
Minnesota Timberwolves,20171223,20
Minnesota Timberwolves,20171220,19
Minnesota Timberwolves,20171218,18
Minnesota Timberwolves,20171216,17
Minnesota Timberwolves,20171214,17
Minnesota Timberwolves,20171212,16
Minnesota Timberwolves,20171210,16
Minnesota Timberwolves,20171206,15
Minnesota Timberwolves,20171204,14
Minnesota Timberwolves,20171203,14
Minnesota Timberwolves,20171201,13
Minnesota Timberwolves,20171129,13
Minnesota Timberwolves,20171128,12
Minnesota Timberwolves,20171126,12
Minnesota Timberwolves,20171124,11
Minnesota Timberwolves,20171122,11
Minnesota Timberwolves,20171120,10
Minnesota Timberwolves,20171119,10
Minnesota Timberwolves,20171117,10
Minnesota Timberwolves,20171115,9
Minnesota Timberwolves,20171113,8
Minnesota Timberwolves,20171111,7
Minnesota Timberwolves,20171108,7
Minnesota Timberwolves,20171105,7
Minnesota Timberwolves,20171104,6
Minnesota Timberwolves,20171101,5
Minnesota Timberwolves,20171030,4
Minnesota Timberwolves,20171027,3
Minnesota Timberwolves,20171025,2
Minnesota Timberwolves,20171024,2
Minnesota Timberwolves,20171022,2
Minnesota Timberwolves,20171020,1
Minnesota Timberwolves,20171018,0
New Orleans Pelicans,20180411,48
New Orleans Pelicans,20180409,47
New Orleans Pelicans,20180407,46
New Orleans Pelicans,20180406,45
New Orleans Pelicans,20180404,44
New Orleans Pelicans,20180401,43
New Orleans Pelicans,20180330,43
New Orleans Pelicans,20180327,43
New Orleans Pelicans,20180324,43
New Orleans Pelicans,20180322,43
New Orleans Pelicans,20180321,42
New Orleans Pelicans,20180320,41
New Orleans Pelicans,20180318,40
New Orleans Pelicans,20180317,39
New Orleans Pelicans,20180315,39
New Orleans Pelicans,20180313,39
New Orleans Pelicans,20180311,38
New Orleans Pelicans,20180309,38
New Orleans Pelicans,20180307,38
New Orleans Pelicans,20180306,37
New Orleans Pelicans,20180304,36
New Orleans Pelicans,20180228,35
New Orleans Pelicans,20180226,34
New Orleans Pelicans,20180225,33
New Orleans Pelicans,20180223,32
New Orleans Pelicans,20180214,31
New Orleans Pelicans,20180212,30
New Orleans Pelicans,20180210,29
New Orleans Pelicans,20180209,28
New Orleans Pelicans,20180205,28
New Orleans Pelicans,20180203,28
New Orleans Pelicans,20180202,28
New Orleans Pelicans,20180130,27
New Orleans Pelicans,20180128,27
New Orleans Pelicans,20180126,27
New Orleans Pelicans,20180124,26
New Orleans Pelicans,20180122,25
New Orleans Pelicans,20180120,24
New Orleans Pelicans,20180117,23
New Orleans Pelicans,20180116,23
New Orleans Pelicans,20180114,22
New Orleans Pelicans,20180112,21
New Orleans Pelicans,20180110,20
New Orleans Pelicans,20180108,20
New Orleans Pelicans,20180106,19
New Orleans Pelicans,20180103,19
New Orleans Pelicans,20171230,18
New Orleans Pelicans,20171229,18
New Orleans Pelicans,20171227,18
New Orleans Pelicans,20171223,17
New Orleans Pelicans,20171222,16
New Orleans Pelicans,20171219,15
New Orleans Pelicans,20171215,15
New Orleans Pelicans,20171213,15
New Orleans Pelicans,20171211,14
New Orleans Pelicans,20171210,14
New Orleans Pelicans,20171208,13
New Orleans Pelicans,20171206,13
New Orleans Pelicans,20171204,12
New Orleans Pelicans,20171202,12
New Orleans Pelicans,20171201,11
New Orleans Pelicans,20171129,11
New Orleans Pelicans,20171125,11
New Orleans Pelicans,20171124,11
New Orleans Pelicans,20171122,10
New Orleans Pelicans,20171120,9
New Orleans Pelicans,20171117,8
New Orleans Pelicans,20171115,8
New Orleans Pelicans,20171113,8
New Orleans Pelicans,20171111,7
New Orleans Pelicans,20171109,6
New Orleans Pelicans,20171107,6
New Orleans Pelicans,20171104,5
New Orleans Pelicans,20171103,4
New Orleans Pelicans,20171101,3
New Orleans Pelicans,20171030,3
New Orleans Pelicans,20171028,3
New Orleans Pelicans,20171026,2
New Orleans Pelicans,20171024,1
New Orleans Pelicans,20171022,1
New Orleans Pelicans,20171020,0
New Orleans Pelicans,20171018,0
New York Knicks,20180411,29
New York Knicks,20180409,28
New York Knicks,20180407,28
New York Knicks,20180406,28
New York Knicks,20180403,27
New York Knicks,20180331,27
New York Knicks,20180328,27
New York Knicks,20180326,27
New York Knicks,20180325,27
New York Knicks,20180323,26
New York Knicks,20180321,26
New York Knicks,20180319,26
New York Knicks,20180317,25
New York Knicks,20180315,24
New York Knicks,20180313,24
New York Knicks,20180311,24
New York Knicks,20180309,24
New York Knicks,20180306,24
New York Knicks,20180304,24
New York Knicks,20180302,24
New York Knicks,20180226,24
New York Knicks,20180224,24
New York Knicks,20180222,24
New York Knicks,20180214,23
New York Knicks,20180212,23
New York Knicks,20180211,23
New York Knicks,20180208,23
New York Knicks,20180206,23
New York Knicks,20180204,23
New York Knicks,20180202,23
New York Knicks,20180131,23
New York Knicks,20180130,23
New York Knicks,20180126,22
New York Knicks,20180125,21
New York Knicks,20180123,21
New York Knicks,20180121,21
New York Knicks,20180119,21
New York Knicks,20180117,20
New York Knicks,20180115,20
New York Knicks,20180114,19
New York Knicks,20180112,19
New York Knicks,20180110,19
New York Knicks,20180107,19
New York Knicks,20180105,18
New York Knicks,20180103,18
New York Knicks,20180102,18
New York Knicks,20171230,18
New York Knicks,20171228,17
New York Knicks,20171227,17
New York Knicks,20171225,17
New York Knicks,20171222,17
New York Knicks,20171221,17
New York Knicks,20171218,16
New York Knicks,20171216,16
New York Knicks,20171214,15
New York Knicks,20171212,14
New York Knicks,20171210,13
New York Knicks,20171209,12
New York Knicks,20171206,12
New York Knicks,20171204,11
New York Knicks,20171203,11
New York Knicks,20171129,11
New York Knicks,20171127,10
New York Knicks,20171125,10
New York Knicks,20171124,10
New York Knicks,20171122,10
New York Knicks,20171120,9
New York Knicks,20171117,8
New York Knicks,20171115,8
New York Knicks,20171113,7
New York Knicks,20171111,7
New York Knicks,20171108,6
New York Knicks,20171107,6
New York Knicks,20171105,5
New York Knicks,20171103,4
New York Knicks,20171101,3
New York Knicks,20171030,3
New York Knicks,20171029,2
New York Knicks,20171027,1
New York Knicks,20171024,0
New York Knicks,20171021,0
New York Knicks,20171019,0
Oklahoma City Thunder,20180411,48
Oklahoma City Thunder,20180409,47
Oklahoma City Thunder,20180407,46
Oklahoma City Thunder,20180403,45
Oklahoma City Thunder,20180401,45
Oklahoma City Thunder,20180330,44
Oklahoma City Thunder,20180329,44
Oklahoma City Thunder,20180325,44
Oklahoma City Thunder,20180323,44
Oklahoma City Thunder,20180320,43
Oklahoma City Thunder,20180318,43
Oklahoma City Thunder,20180316,42
Oklahoma City Thunder,20180313,41
Oklahoma City Thunder,20180312,40
Oklahoma City Thunder,20180310,39
Oklahoma City Thunder,20180308,38
Oklahoma City Thunder,20180306,37
Oklahoma City Thunder,20180303,37
Oklahoma City Thunder,20180302,37
Oklahoma City Thunder,20180228,36
Oklahoma City Thunder,20180226,35
Oklahoma City Thunder,20180224,34
Oklahoma City Thunder,20180222,34
Oklahoma City Thunder,20180214,33
Oklahoma City Thunder,20180213,32
Oklahoma City Thunder,20180211,32
Oklahoma City Thunder,20180208,31
Oklahoma City Thunder,20180206,31
Oklahoma City Thunder,20180204,30
Oklahoma City Thunder,20180202,30
Oklahoma City Thunder,20180201,30
Oklahoma City Thunder,20180130,30
Oklahoma City Thunder,20180128,30
Oklahoma City Thunder,20180127,29
Oklahoma City Thunder,20180125,28
Oklahoma City Thunder,20180123,27
Oklahoma City Thunder,20180120,26
Oklahoma City Thunder,20180117,25
Oklahoma City Thunder,20180115,24
Oklahoma City Thunder,20180113,23
Oklahoma City Thunder,20180110,22
Oklahoma City Thunder,20180109,22
Oklahoma City Thunder,20180107,22
Oklahoma City Thunder,20180104,22
Oklahoma City Thunder,20180103,21
Oklahoma City Thunder,20171231,20
Oklahoma City Thunder,20171229,20
Oklahoma City Thunder,20171227,20
Oklahoma City Thunder,20171225,19
Oklahoma City Thunder,20171223,18
Oklahoma City Thunder,20171222,17
Oklahoma City Thunder,20171220,16
Oklahoma City Thunder,20171218,15
Oklahoma City Thunder,20171216,14
Oklahoma City Thunder,20171215,14
Oklahoma City Thunder,20171213,13
Oklahoma City Thunder,20171211,12
Oklahoma City Thunder,20171209,12
Oklahoma City Thunder,20171207,11
Oklahoma City Thunder,20171205,11
Oklahoma City Thunder,20171203,10
Oklahoma City Thunder,20171201,9
Oklahoma City Thunder,20171129,8
Oklahoma City Thunder,20171125,8
Oklahoma City Thunder,20171124,8
Oklahoma City Thunder,20171122,8
Oklahoma City Thunder,20171120,7
Oklahoma City Thunder,20171117,7
Oklahoma City Thunder,20171115,7
Oklahoma City Thunder,20171112,6
Oklahoma City Thunder,20171110,5
Oklahoma City Thunder,20171109,4
Oklahoma City Thunder,20171107,4
Oklahoma City Thunder,20171105,4
Oklahoma City Thunder,20171103,4
Oklahoma City Thunder,20171031,4
Oklahoma City Thunder,20171028,3
Oklahoma City Thunder,20171027,2
Oklahoma City Thunder,20171025,2
Oklahoma City Thunder,20171022,1
Oklahoma City Thunder,20171021,1
Oklahoma City Thunder,20171019,1
Orlando Magic,20180411,25
Orlando Magic,20180409,24
Orlando Magic,20180408,24
Orlando Magic,20180406,24
Orlando Magic,20180404,24
Orlando Magic,20180403,23
Orlando Magic,20180401,22
Orlando Magic,20180330,22
Orlando Magic,20180328,22
Orlando Magic,20180324,22
Orlando Magic,20180322,21
Orlando Magic,20180320,21
Orlando Magic,20180316,21
Orlando Magic,20180314,21
Orlando Magic,20180313,20
Orlando Magic,20180310,20
Orlando Magic,20180309,20
Orlando Magic,20180307,20
Orlando Magic,20180305,20
Orlando Magic,20180303,20
Orlando Magic,20180302,19
Orlando Magic,20180228,18
Orlando Magic,20180226,18
Orlando Magic,20180224,18
Orlando Magic,20180222,18
Orlando Magic,20180214,18
Orlando Magic,20180212,18
Orlando Magic,20180210,18
Orlando Magic,20180208,18
Orlando Magic,20180206,17
Orlando Magic,20180205,16
Orlando Magic,20180203,15
Orlando Magic,20180131,15
Orlando Magic,20180130,14
Orlando Magic,20180127,14
Orlando Magic,20180123,14
Orlando Magic,20180121,14
Orlando Magic,20180118,13
Orlando Magic,20180116,13
Orlando Magic,20180112,12
Orlando Magic,20180110,12
Orlando Magic,20180109,12
Orlando Magic,20180106,12
Orlando Magic,20180103,12
Orlando Magic,20180101,12
Orlando Magic,20171230,12
Orlando Magic,20171228,12
Orlando Magic,20171226,11
Orlando Magic,20171223,11
Orlando Magic,20171222,11
Orlando Magic,20171220,11
Orlando Magic,20171217,11
Orlando Magic,20171215,11
Orlando Magic,20171213,11
Orlando Magic,20171209,11
Orlando Magic,20171208,11
Orlando Magic,20171206,11
Orlando Magic,20171204,10
Orlando Magic,20171203,10
Orlando Magic,20171201,9
Orlando Magic,20171129,9
Orlando Magic,20171127,8
Orlando Magic,20171125,8
Orlando Magic,20171124,8
Orlando Magic,20171122,8
Orlando Magic,20171120,8
Orlando Magic,20171118,8
Orlando Magic,20171115,8
Orlando Magic,20171113,8
Orlando Magic,20171111,8
Orlando Magic,20171110,8
Orlando Magic,20171108,7
Orlando Magic,20171105,6
Orlando Magic,20171103,6
Orlando Magic,20171101,6
Orlando Magic,20171030,5
Orlando Magic,20171029,4
Orlando Magic,20171027,4
Orlando Magic,20171024,3
Orlando Magic,20171021,2
Orlando Magic,20171020,1
Orlando Magic,20171018,1
Philadelphia 76ers,20180411,52
Philadelphia 76ers,20180410,51
Philadelphia 76ers,20180408,50
Philadelphia 76ers,20180406,49
Philadelphia 76ers,20180404,48
Philadelphia 76ers,20180403,47
Philadelphia 76ers,20180401,46
Philadelphia 76ers,20180330,45
Philadelphia 76ers,20180328,44
